customer_id,age,gender,total_purchase_amount,location,total_purchases,is_subscriber,preferred_size,preferred_color,preferred_shipping,used_promo_code,preferred_payment_method,average_review_rating,average_purchase_amount,cluster
4,21,Male,90,Rhode Island,50,True,M,Maroon,Next Day Air,True,PayPal,3.5,1.8,4
20,66,Male,90,Rhode Island,47,True,M,Green,Standard,True,Debit Card,3.3,1.9148936170212767,4
22,31,Male,62,North Carolina,23,True,M,Charcoal,Store Pickup,True,Debit Card,4.1,2.6956521739130435,4
29,54,Male,94,North Carolina,42,True,M,Gray,Free Shipping,True,PayPal,4.4,2.238095238095238,4
30,31,Male,48,Wyoming,15,True,S,Black,Store Pickup,True,Credit Card,4.1,3.2,4
31,57,Male,31,North Carolina,17,True,L,Black,Standard,True,Credit Card,4.7,1.8235294117647058,4
32,33,Male,79,West Virginia,46,True,L,Brown,Store Pickup,True,Venmo,4.7,1.7173913043478262,4
43,20,Male,100,Tennessee,16,True,M,Beige,Free Shipping,True,PayPal,4.1,6.25,4
44,25,Male,69,Ohio,20,True,L,Lavender,Store Pickup,True,PayPal,3.7,3.45,4
46,50,Male,21,Tennessee,26,True,XL,Indigo,2-Day Shipping,True,PayPal,2.9,0.8076923076923077,4
52,59,Male,59,Vermont,8,True,XL,Gray,2-Day Shipping,True,Credit Card,4.7,7.375,4
55,47,Male,94,New Mexico,36,True,M,Brown,Next Day Air,True,Debit Card,4.2,2.611111111111111,4
56,40,Male,28,South Carolina,50,True,M,Lavender,2-Day Shipping,True,Credit Card,3.0,0.56,4
67,31,Male,94,Pennsylvania,4,True,S,Magenta,2-Day Shipping,True,Venmo,4.7,23.5,4
70,48,Male,70,Tennessee,6,True,S,Cyan,Express,True,Cash,4.4,11.666666666666666,4
72,36,Male,48,Virginia,35,True,L,Gold,Express,True,Bank Transfer,2.9,1.3714285714285714,4
76,64,Male,85,Utah,22,True,M,Blue,Free Shipping,True,Credit Card,2.7,3.8636363636363638,4
81,19,Male,72,New York,25,True,XL,Blue,Store Pickup,True,Credit Card,3.3,2.88,4
86,53,Male,95,New Mexico,3,True,M,Charcoal,Next Day Air,True,Debit Card,4.5,31.666666666666668,4
88,52,Male,53,Ohio,45,True,M,Green,2-Day Shipping,True,Debit Card,3.7,1.1777777777777778,4
92,44,Male,99,South Carolina,19,True,S,Green,Standard,True,Credit Card,4.6,5.2105263157894735,4
106,69,Male,96,New York,5,True,M,Charcoal,Next Day Air,True,Bank Transfer,3.6,19.2,4
111,56,Male,26,New York,27,True,M,Black,Standard,True,Venmo,4.0,0.9629629629629629,4
116,53,Male,94,Wyoming,49,True,M,Gray,Standard,True,Debit Card,3.8,1.9183673469387754,4
117,55,Male,86,Virginia,13,True,S,Blue,Free Shipping,True,Venmo,3.4,6.615384615384615,4
123,40,Male,40,Washington,45,True,L,Brown,2-Day Shipping,True,Cash,4.8,0.8888888888888888,4
135,43,Male,94,Texas,26,True,L,Gray,Store Pickup,True,Cash,4.9,3.6153846153846154,4
149,37,Male,90,Wyoming,48,True,M,Gray,Store Pickup,True,Debit Card,2.6,1.875,4
153,30,Male,85,South Carolina,43,True,S,Brown,Express,True,Venmo,4.3,1.9767441860465116,4
155,41,Male,98,Oklahoma,22,True,M,Charcoal,Next Day Air,True,Venmo,3.6,4.454545454545454,4
172,29,Male,35,Virginia,5,True,M,Blue,Store Pickup,True,Credit Card,3.6,7.0,4
175,41,Male,35,Vermont,38,True,L,Brown,Express,True,Venmo,3.5,0.9210526315789473,4
177,53,Male,81,New Hampshire,31,True,L,Black,Next Day Air,True,Credit Card,2.7,2.6129032258064515,4
181,51,Male,81,South Dakota,13,True,L,Green,Store Pickup,True,Debit Card,3.3,6.230769230769231,4
184,58,Male,29,Ohio,27,True,XL,Beige,2-Day Shipping,True,Credit Card,3.6,1.0740740740740742,4
192,64,Male,76,Utah,30,True,M,Gray,Free Shipping,True,Cash,3.9,2.533333333333333,4
197,38,Male,88,Washington,42,True,M,Lavender,Next Day Air,True,Credit Card,3.9,2.0952380952380953,4
